30.8848,26.3185
-5.55741,36.3628
0.757953,5.32793
2.05271,28.8562
19.018,7.67502
21.7804,0.763893
4.85797,24.2119
7.65302,13.9357
6.72848,41.3097
20.8345,15.7972
11.2115,8.55831
44.1269,40.4849
16.3064,43.0305
42.1972,41.9417
11.2197,36.688
32.8115,22.6909
23.9403,43.907
16.8873,40.9276
41.6231,23.3614
11.4926,27.6872
25.2408,44.5722
6.40575,13.3491
13.8684,22.6489
32.5051,22.1633
28.5561,8.33723
16.5733,29.4043
26.4141,15.0795
42.1974,29.396
35.4636,37.8063
11.8563,44.6152
1.55507,15.8675
15.9081,-0.306964
40.6936,40.3091
28.8234,10.479
25.6028,26.1019
28.677,35.2932
15.3472,37.5077
17.8377,24.6898
29.1813,37.4241
-2.95942,18.6757
24.797,4.33628
38.3829,-2.05281
25.8664,1.30402
29.5114,31.7234
9.15378,27.0855
4.0206,28.0393
16.9728,7.89834
-2.25334,20.251
22.326,43.7258
16.7175,4.95234
39.8864,-4.27593
22.0065,12.5469
-0.242716,11.0583
2.42013,30.8843
42.2272,20.6215
-2.65742,8.55526
35.353,13.0947
23.3495,33.1512
40.6342,36.2742
2.5172,35.4521
35.7823,20.8567
31.5184,19.2957
1.39445,-5.04918
10.9891,15.5923
21.995,11.8366
18.4046,4.57377
14.2915,37.5441
5.71606,26.2242
29.5042,40.0206
40.6238,-4.43914
38.4755,11.8196
27.7326,8.97479
8.93472,10.2696
22.956,36.5109
-4.06185,27.7979
11.0368,32.2388
-3.21589,19.4563
33.6762,15.7673
8.57833,27.0233
-4.3336,-5.93819
2.17281,-1.23796
18.5683,3.30983
43.052,17.9455
36.5967,7.67464
43.1319,26.0527
42.6048,35.1532
39.2171,10.0895
29.8736,22.3085
41.517,30.4288
5.4453,8.70377
44.6859,8.87845
13.6094,-3.97011
28.9352,11.7871
0.887374,-3.36286
7.86295,32.3881
3.33961,35.8447
5.46492,-3.51629
-5.47176,19.5723
13.8888,19.7271
3.77592,-0.422819
11.541,-4.52544
19.8194,18.4077
3.29704,17.1821
43.7671,0.399064
-2.80091,23.8918
-5.73989,20.6358
-4.50874,33.2683
43.8751,36.5676
29.7712,1.82923
7.36343,-5.87146
18.2349,37.4039
3.38724,24.2168
34.5296,36.8929
1.86811,0.0447245
30.4138,30.9442
32.6659,42.891
24.2714,30.6449
32.777,41.1418
11.7624,37.9857
32.2422,9.6334
24.4447,8.46263
13.3355,24.5709
-0.83002,32.9541
25.0465,12.8274
42.536,30.798
42.8395,-4.00758
27.0758,-4.52405
37.9338,20.3424
23.6111,44.087
21.141,7.61819
44.3537,23.3163
26.5108,0.655891
39.9436,37.8876
12.7826,4.8008
9.84861,39.8945
41.5858,27.5956
-1.50735,38.7687
40.7013,16.9357
32.569,19.6926
36.5264,26.2677
-1.9621,34.4442
12.4512,33.9415
30.3221,11.9893
42.9515,21.2519
39.4752,11.9559
25.9103,4.0498
-2.95463,16.911
35.8687,41.6988
34.3893,24.9571
3.74932,27.8672
41.346,39.2194
0.587533,17.1882
12.0719,35.566
30.6085,20.1292
23.766,16.9775
42.6481,27.1495
12.6727,2.84798
29.5241,25.677
7.45455,38.5785
-3.58993,36.5157
44.7013,41.6954
7.4648,-0.649013
13.878,21.0359
30.9326,31.4372
3.14533,6.66081
21.0498,38.0516
5.68092,38.2681
-1.99885,36.0401
3.53278,26.5356
0.281947,37.0134
15.6851,28.4125
23.4125,25.9784
41.5857,19.9699
36.9037,-0.702419
23.1146,34.1337
11.5228,18.8205
39.8517,28.6485
41.9259,34.01
4.703,19.4409
33.1899,14.8125
37.1962,-1.48761
11.4841,26.06
33.7703,17.5588
38.4201,34.3431
15.076,10.1986
16.5794,19.357
40.248,35.1185
-4.92978,3.50268
-5.19464,39.4556
-0.858096,-1.38921
41.3884,12.5899
-0.823781,25.2796
15.8197,14.5462
40.0816,28.9638
-0.369259,10.9676
0.783048,24.795
39.8385,41.9316
2.81065,6.8956
27.4026,6.19258
17.5737,13.5114
23.3037,3.91581
22.8176,40.3967
30.3306,-1.11478
39.2454,25.3502
20.7953,-5.00051
31.6659,35.0777
-0.715359,27.83
-1.50384,17.8043
41.07,36.4106
3.18816,4.58215
26.8445,33.1548
-1.33417,34.9131
29.8129,6.39373
-1.62804,4.95492
9.73016,24.0083
11.6101,4.49871
0.222264,-0.544711
5.90273,-3.31092
29.8161,6.93797
8.38566,3.18812
10.2614,3.64988
28.2082,42.582
-0.939727,40.8608
13.4271,10.875
26.8061,35.0888
13.0112,-3.00814
27.5181,8.49851
41.6247,-5.00838
21.3581,8.99787
43.3839,2.85124
10.7058,17.4707
20.0998,25.5238
-3.2644,12.9627
28.5858,10.2473
-5.13661,17.794
11.0571,12.5828
31.7872,-2.66441
42.2812,38.6926
1.84806,24.3394
8.31355,15.117
9.88895,-0.597562
18.223,-4.03696
22.0996,38.0768
19.1549,37.6219
-3.12407,37.0444
14.5607,-1.63068
36.3214,-0.89354
-5.01165,32.0856
-5.96351,13.5485
27.4756,11.5723
4.86939,5.94504
10.651,-3.62475
28.8316,34.0283
15.0848,33.0866
27.7414,9.9087
-1.06279,22.1743
41.4928,36.2657
32.3743,12.2104
13.286,24.7196
3.59457,26.739
13.646,37.7808
14.2666,7.96927
30.5808,11.2033
18.4959,24.8337
9.36239,38.0033
31.6219,23.2136
27.9637,34.824
20.9896,-4.28462
11.8505,-1.37822
44.6766,-4.05154
6.82621,33.1606
15.228,43.1638
12.6196,-3.13245
24.2711,20.755
-2.73778,33.6387
4.0299,39.9545
12.7437,14.7694
14.5487,-1.01323
-4.00061,20.9792
18.0809,2.24897
17.3415,1.5293
17.622,18.2321
31.0399,39.4062
42.8651,40.8777
29.2941,36.2246
40.2084,31.1715
22.0904,9.94765
25.5429,8.90949
40.0271,4.9663
16.0769,10.0948
16.2185,26.1418
39.2004,21.1429
34.7891,21.7802
10.6581,16.7209
-1.75523,8.24355
3.25345,39.3327
20.9415,-0.979052
32.1967,-3.84763
43.6189,38.9582
31.3499,11.8533
24.4197,5.26358
22.3783,40.0992
-0.795144,36.0913
14.128,29.8167
9.41883,1.7624
32.8133,13.3393
10.3202,-4.40699
14.8288,1.32038
39.0836,28.1726
39.057,43.3115
3.48392,15.2456
19.7897,0.205865
42.0006,6.03
43.8167,-0.298944
17.9875,8.11701
-3.81141,16.7678
44.5884,35.7338
44.8114,39.4934
20.9288,7.53312
33.3594,36.4408
25.8978,34.1024
31.9255,44.4854
40.9655,-0.0449123
-2.30266,11.3942
38.0534,35.3186
-4.54181,22.6258
21.3155,-3.48376
4.7265,-1.90519
9.22046,28.777
8.60983,36.1511
11.8649,26.1825
34.4782,7.84664
22.3042,19.6742
9.04616,31.3859
33.1445,33.2781
34.5531,28.1078
3.35209,21.9169
10.7193,0.811398
4.54658,13.7247
15.1165,28.6358
20.6396,41.0941
27.0525,27.2839
3.88981,-5.77823
32.4135,15.5596
26.7839,-4.55716
5.70038,5.89116
26.0853,1.43489
41.6834,40.7294
13.0657,33.2798
3.26653,7.33276
1.88409,36.4828
1.07394,42.237
21.006,43.958
34.0854,41.7674
27.144,0.788284
32.3194,42.6009
14.3163,2.03602
40.6035,30.1922
26.6276,40.8192
36.0854,2.46418
1.85073,-1.31423
-5.32142,43.9073
4.61592,19.1814
15.3301,23.3632
-5.89645,-3.26246
9.16194,13.2972
26.3454,26.7727
6.16407,31.7442
37.4534,10.2247
10.8262,11.7697
17.1594,-0.424132
20.0367,8.48729
-2.11414,5.46525
31.7263,29.6905
-1.18334,41.6474
23.6385,22.8772
34.8169,-3.22827
-2.63004,-3.97101
6.50387,22.4925
2.89117,23.383
30.435,14.6209
26.2772,0.169463
18.4128,8.58927
-0.419155,39.1346
24.8831,44.1818
15.7622,6.32153
11.6721,37.2313
32.3199,33.4327
0.806174,39.0858
44.2082,-5.30126
-3.29094,-4.52793
8.47372,-2.71148
-2.94152,37.5511
29.1422,18.7381
42.9211,17.299
17.9603,11.3665
28.8683,42.2271
10.2241,10.5831
6.06211,1.20093
-5.69279,0.0174553
15.4249,19.8939
18.2759,22.4932
20.3247,25.0566
17.79,38.591
30.1054,37.0652
10.7954,8.63124
38.1932,21.6901
33.0221,34.1543
9.30136,38.784
37.9204,17.7892
36.242,0.448107
29.7561,21.4104
26.9289,41.3301
-1.7967,-3.75538
41.6301,-4.80902
33.6875,31.2814
-5.29447,15.484
37.3961,8.52692
33.1672,28.8767
17.4817,5.38493
8.70503,16.7844
4.28159,17.9887
1.16906,40.0612
0.298441,38.2419
2.87385,37.0783
15.1044,5.8466
-2.47966,22.8851
3.36935,-2.79561
15.2395,25.1933
21.7003,26.9877
44.5551,6.75517
23.1326,32.9777
21.1087,39.9476
-1.2391,13.0597
3.12353,11.7963
42.8331,-3.82372
43.4687,22.7267
26.704,36.6162
19.4347,38.7211
8.48504,-1.63471
33.8208,22.1494
11.8197,6.27506
5.54731,1.41782
2.88389,24.8172
17.4615,19.4025
32.6181,18.742
4.28711,38.2169
27.0783,44.0393
-5.65797,22.5846
-0.983626,2.16521
0.15583,15.3407
40.658,35.2938
41.5824,-4.9516
16.9225,24.4235
12.5303,-0.436933
30.7614,22.4953
39.7622,0.651393
36.5792,11.7002
1.60054,28.0622
30.9396,36.0608
42.5054,1.63717
20.0187,37.7838
5.98077,21.0543
17.3034,40.0368
6.86389,19.8396
21.9853,1.90493
21.7086,40.3995
26.0579,12.9372
37.4247,7.08566
9.30159,35.8285
9.80439,-4.56469
36.2134,17.7305
26.7786,9.80407
6.31902,23.1306
0.904505,43.7627
35.991,38.2629
18.7466,1.03002
40.3572,31.8369
18.1544,41.0881
32.269,33.3565
6.4316,24.8096
-5.09292,33.833
8.58259,26.9439
-2.59451,16.9076
6.64076,24.2203
5.96726,17.2438
36.2239,22.4059
3.39418,25.7992
35.9361,42.0588
26.8193,13.1257
16.8712,-5.97177
9.82668,34.4031
38.0644,17.5024
25.1772,23.1413
30.5479,42.4106
38.9813,1.73001
13.9492,13.259
26.7904,17.7844
1.71238,9.05665
17.3305,43.7778
